,Unnamed: 0,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
36,2-s2.0-85127174769,2-s2.0-85127174769,10.1039/d1sc05781b,Recent advances in heterostructured cathodic electrocatalysts for non-aqueous Li-O2batteries,2021,10,2023-05-01 10:46:27,li o2 o batterie one promise device ultra high energy density overcome practical difficulty include low specific capacity high overpotential limited rate capability poor cycle stability intensive search highly efficient electrocatalyst perform recently report heterostructure catalyst exhibit significantly enhance activity toward oxygen reduction reaction oxygen evolution reaction excellent performance relate catalyst material also special hetero interface herein overview focus electrocatalytic function heterostructure catalyst non aqueous li o2 o battery present summarize recent research progress reduction mechanism li o2 o battery first introduce follow detailed discussion typical performance enhancement mechanism heterostructure catalyst different phase heterointerface various heterostructured catalyst apply li o2 o battery also intensively discuss finally exist problem development perspective heterostructure application present
37,2-s2.0-85122705407,2-s2.0-85122705407,10.1039/d1ra08407k,Oxygen and nitrogen enriched pectin-derived micro-meso porous carbon for CO2uptake,2021,19,2023-05-01 10:46:27,synthesis process perform follow solvothermal approach alkaline solution pluronic f127 f add solution soft template follow solvothermal treatment carbonization process perform c synthesize porous carbon characterize x ray diffraction xrd raman spectroscopy x ray photoelectron spectroscopy xps field emission scan electron microscopy fesem transmission electron microscopy tem nitrogen adsorption desorption isotherm fouri transform infrared spectroscopy ftir surface area 499.5 m2 g total pore volume 0.35 cm3 g high nitrogen oxygen content 9.3 29.1 wt display fine sample optimal porous carbon co2 c o adsorption 3.1 mmol g k bar owe abundant basic nitrogen contain functionality valuable micro meso porous structure despite absence reagent also relatively moderate specific surface area compare similar material high ratio adsorption capacity specific surface area 6.2 μmol observe elovich kinetic model find good physisorption process report journal
38,2-s2.0-85121639519,2-s2.0-85121639519,10.1016/j.xcrp.2021.100650,Efficient electrolysis of 5-hydroxymethylfurfural to the biopolymer-precursor furandicarboxylic acid in a zero-gap MEA-type electrolyzer,2021,2,2023-05-01 10:46:29,oxidative conversion hydroxymethylfurfural hmf biopolymer component 2.5 furandicarboxylic acid pair green electrolytic hydrogen production promise emerge green process present family active selective stable interlayer anion tune nix x fe mn co v bimetallic layer double hydroxide catalyst selective oxidation hmf 2.5 furandicarboxylic acid zero gap mea type electrolyzer report tune structural interlayer distance catalyst anion exchange give rise previously unachieved catalytic performance anodic production biopolymer building block operando differential electrochemical mass spectrometry analysis reveal electrode window perfectly selective hmf conversion role catalyst dopant real surface area stability catalytic interface aspect favorable techno economic discuss
39,2-s2.0-85121637653,2-s2.0-85121637653,10.1016/j.xcrp.2021.100681,CH-π interaction boosts photocatalytic CO2 reduction activity of a molecular cobalt catalyst anchored on carbon nitride,2021,5,2023-05-01 10:46:30,report efficient molecular hybrid system compose co pyn5 p y n catalyst contain pyrene functionality anchor g c3n4 c n dye surface via ch π interaction hybrid material achieve high turnover number ton turnover frequency tof visible light reduction co2 c o co h−1 within well report improved performance rationalize term electronic coupling take place π system pyrene group g c3n4 c n surface co pyridyl moiety catalyst
40,2-s2.0-85121636360,2-s2.0-85121636360,10.1016/j.xcrp.2021.100654,Wood for Application in Electrochemical Energy Storage Devices,2021,5,2023-05-01 10:46:30,wood biodegradable renewable material naturally hierarchical porous structure excellent mechanical performance versatile physicochemical property wood base material derivative endow great potential resource fabricate advanced material energy storage flexible electronics clean energy herein comprehensively overview methodology apply synthesis various electrochemical energy storage system device e.g. supercapacitor battery catalytic hydrogen evolution etc strategy tailor structure conductivity well impact electrochemical performance energy power density long term durability finally outlook future opportunity prospect synthesis application electrochemical energy storage also present
41,2-s2.0-85121601917,2-s2.0-85121601917,10.1021/acs.chemrev.1c00253,The Biologically Relevant Coordination Chemistry of Iron and Nitric Oxide: Electronic Structure and Reactivity,2021,48,2023-05-01 10:46:34,publish american chemical society.nitric oxide important signal molecule involve wide range physiological pathological event biology metal coordination chemistry especially iron heart many biological transformation involve series heme protein nitric oxide synthase nos soluble guanylate cyclase sgc nitrophorin responsible biosynthesis sense transport alternatively generate nitrite heme copper contain nitrite reductase nir bear small molecule nitrosothiol dinitrosyl iron complex dnic serve alternative vehicle storage transport form rich reaction chemistry lead wide variety biological activity include reduction heme non heme iron contain reductase protein post translational modification dnic much understand reactivity metal site biology mechanism transformation come elucidation geometric electronic structure chemical reactivity synthetic model system synergy biochemical biophysical study relevant protein review focus recent advancement study protein model complex improve understand biological role also provide foundation biomedical research bio inspire catalyst design energy science
42,2-s2.0-85121596713,2-s2.0-85121596713,10.1016/j.xcrp.2021.100659,An optimized combination inspired by the wooden-barrel effect for Li-S pouch cells,2021,2,2023-05-01 10:46:35,however practical application plague rapid capacity decay mainly ascribe issue design balance component inside battery recent year many advanced component report apply practical li battery inspire wooden barrel effect perspective propose optimize combination integrate advanced component one system well understand topic typically advanced design apply li pouch cell summarize subsequently safety performance li pouch cell extreme testing condition provide finally personal insight future development direction li pouch cell propose
43,2-s2.0-85120881673,2-s2.0-85120881673,10.1021/jacs.1c10600,Small Organic Molecule Based on Benzothiadiazole for Electrocatalytic Hydrogen Production,2021,11,2023-05-01 10:46:38,"publish american chemical societya small organic molecule 2,1,3 benzothiadiazole dicarbonitrile btdn assess electrocatalytic hydrogen evolution glassy carbon electrode show hydrogen production faradaic efficiency presence salicylic acid key catalytic intermediate reduce specie btdn protonate intermediate characterize hypothesize use various spectroscopic method density functional theory dft base calculation experimental theoretical result catalytic mechanism btdn electrocatalytic h2 h evolution propose"
44,2-s2.0-85122778142,2-s2.0-85122778142,10.1039/d1ra07017g,"Co2O3/Co2N0.67nanoparticles encased in honeycomb-like N, P, O-codoped carbon framework derived from corncob as efficient ORR electrocatalysts",2021,3,2023-05-01 10:46:40,use earth abundant corncob cc carbon source co oh nah2po4 na h p o melamine precursor koh chemical activator conp bio c obtain comparative study carry three type cc derive carbon base catalytic material namely bio c cop bio c conp bio c depend mainly formation co2o3 / co2n0.67 co o co n active site p n heterojunction n p contain functional group resultant conp bio c catalyst exhibit good electrocatalytic activity among four type catalyst via electron pathway good stability good methanol tolerance addition unique honeycomb like porous structure high graphitization degree abundant oxygen contain group contribute excellent orr activity study provide insight explore application heteroatom dope biomass derive carbon catalyst
45,2-s2.0-85122438887,2-s2.0-85122438887,10.1088/1755-1315/945/1/012035,Biomass Wastes as Precursor for the Synthesis of Carbon Nanoparticle,2021,0,2023-05-01 10:46:40,metal air battery mab potential energy storage technology high theoretical energy density safety however conventional air cathode material synthesize carbon nanotube cnt rather costly study several biomass waste oil palm empty fruit bunch opefb garlic peel gp oil palm frond opf investigate identify suitable greener efficient precursor syntheelesize carbon nanoparticle air electrode material mab carbon material synthesize carbonization precursor different temperature c c c activation potassium hydroxide koh wet impregnation method material synthesize evaluate base chemical physical property characterization use thermogravimetric analysis tga fouri transform infrared spectroscopy ftir scan electron microscopy energy dispersion x ray sem edx field emission scan electron microscopy fesem brunauer emmet teller bet analysis base experiment conduct find suitable precursor opf display well tunability enhance electrical conductivity able achieve small sized particle high specific surface area 548.26 m2 / g hierarchical porous structure c compare opefb gp study prove opf could promise alternative cnt electrode material sustainable cost efficient energy storage application mab
46,2-s2.0-85122190670,2-s2.0-85122190670,10.3389/fmats.2021.790911,Glucose-Derived Carbon Nanospheres as Flame Retardant for Polyethylene Terephthalate,2021,2,2023-05-01 10:46:41,thermal property flame retardancy cnsspet composite thoroughly investigate result show cns display good flame retardant performance pet blend 1.0 wt . cnss cnsspet exhibit limit oxygen index loi 26.3 vertical combustion class v peak heat release rate pk hrr reduce 41.6 importantly initial decomposition temperature maximum weight loss temperature cnsspet 52 ° c 199 ° c high pet respectively furthermore condense phase flame retardant mechanism appear cnsspet form dense thermally stable protective char layer combustion overall study disclose flame retardant potential possible mechanism cns polyester would benefit development carbon base material flame retardant polymer
47,2-s2.0-85122132049,2-s2.0-85122132049,10.1063/5.0066835,Proton dynamics in water confined at the interface of the graphene–MXene heterostructure,2021,3,2023-05-01 10:46:41,use ab initio molecular dynamic examine proton transferdiffusion redox behavior water layer confine graphene ti3c2o2 ti c o heterostructure find comparison similar interface water confine ti3c2o2 ti c o layer proton redox rate dissimilar interface graphene ti3c2o2 ti c o much high owe different interfacial structure well interfacial electric field induce electron transfer latter water molecule dissimilar interface graphene ti3c2o2 ti c o heterostructure form denser hydrogen bond network prefer orientation water molecule lead increase proton mobility proton concentration graphene ti3c2o2 ti c o interface proton concentration increase proton mobility decrease due increasingly frequent surface redox event slow proton mobility due bind surface atom work provide important insight dissimilar interface associate interfacial structure property impact proton transfer redox confine space
48,2-s2.0-85121417692,2-s2.0-85121417692,10.1039/d1ma00836f,Cation vacancy driven efficient CoFe-LDH-based electrocatalysts for water splitting and Zn-air batteries,2021,7,2022-11-19 17:04:51,cofe ldh base electrocatalyst highly tunable electronic component catalytic property attract considerable attention herein report synthesis cation vacancy rich cofe ldh cofev ldh trace pt load material pt cofev ldh pt dosage 2.85 act efficient electrocatalyst toward oxygen evolution reaction oer hydrogen evolution reaction oxygen reduction reaction orr electrolyzer comprise cofev ldh cathode pt cofev ldh anode exhibit excellent water splitting performance small cell voltage 1.57 v reach cm efficiency h. furthermore liquid state zab use cofev ldhpt cofev ldh air electrode show satisfactory charge discharge performance excellent reversibility h cm
49,2-s2.0-85121273870,2-s2.0-85121273870,10.1039/d1na00606a,Design principles of noble metal-free electrocatalysts for hydrogen production in alkaline media: Combining theory and experiment,2021,6,2022-11-19 17:04:52,although alkaline condition extend scope electrocatalyst beyond precious metal base material earth abundant material sluggish kinetic cathodic anodic reaction hydrogen oxygen evolution reaction respectively impede development practical electrocatalyst use precious metal review discuss rational design efficient electrocatalyst exploit understand alkaline hydrogen evolution reaction oxygen evolution reaction mechanism electron structure activity relationship achieve combine experimental computational approach enhancement water splitting deal intrinsic catalytic activity also include aspect electrical conductivity stability future perspective increase synergy theory experiment also propose journal
50,2-s2.0-85121270226,2-s2.0-85121270226,10.1039/d1ta06473h,Self-adhesive flexible patches of oxide heterojunctions with tailored band alignments for electrocatalytic H2O2generation,2021,1,2023-05-01 10:46:48,however exist fabrication strategy typically involve low yield multistep process lead formation powder necessitate bind agent use electrochemical application thereby durability performance resultant electrode may adversely impact address challenge present work first report high temperature counter current gas flow technique rapid fabrication min centimetre size self adhesive free standing 3d patch make zno base weave nanowire furthermore high applicability method show layer layer assembly zno layer 0d heteroatom include bi2o3 bi o cdo sno2 sn o carbon form stratify oxide heterojunction soh nanostructure midgap states within electronic bandgap region work innovative zno fabricated sohs synthesise sustainable large scale method base microrecycling waste material engineering electronic band position modify functionality soh patch optimise potential require catalytic reaction representative soh nanostructure test anodic electrocatalytic water oxidation h2o2 h o result show zno cdo patch low overpotential mv outstanding stability 2.33 v vs. rhe furthermore result first principle density functional theory dft calculation confirm realignment band position due formation midgap states ii reveal significant improvement electrocatalytic h2o2 h o performance achieve overpotential low 0.19 0.31 v zno cdo zno bi2o3 bi o respectively work offer ultrafast fabrication strategy synthesise binder free soh nanostructure engineer electronic structure alternative state art noble metal electrocatalyst pt
51,2-s2.0-85121218576,2-s2.0-85121218576,10.1039/d1na00576f,Highly stable and bright blue light-emitting diodes based on carbon dots with a chemically inert surface,2021,3,2023-05-01 10:46:52,inorganicorganic semiconductor carbon dot cd wide band gap still face obstacle low external quantum efficiency eqe poor stability herein synthesize highly stable blue emission cd chemically inert surface photoluminescence pl peak ultra pure water locate nm absolute pl quantum yield plqy 26.4 led base blue emission cd exhibit electroluminescence el peak locate nm high brightness cd eqe 0.856 commission internationale deleclairage cie coordinate locate 0.21 0.23 device lifetime brightness t65 t reach h chemically inert surface cd result mean device stable cd led report date work represent novel route preparation low cost highly stable bright cd led short wavelength emission journal
52,2-s2.0-85121138438,2-s2.0-85121138438,10.1039/d1sc05519d,Probing the local activity of CO2reduction on gold gas diffusion electrodes: Effect of the catalyst loading and CO2pressure,2021,7,2023-05-01 10:46:54,different variable know affect performance gde especially regard catalyst loading diverge trend report term activity selectivity e.g co2 c o reduction co. use shear force base au nanoelectrode positioning scan electrochemical microscopy secm surface generation tip collection mode evaluate activity au gde co2 c o reduction function catalyst loading co2 c o back pressure use au nanoelectrode locally measure amount co produce along catalyst loading gradient operando condition observe optimum local loading catalyst necessary achieve high activity however optimum directly dependent co2 c o back pressure work present tool evaluate activity gde locally also allow draw precise picture regard effect catalyst loading co2 c o back pressure performance
53,2-s2.0-85121118816,2-s2.0-85121118816,10.1021/acsomega.1c03115,Enhancing the Overall Electrocatalytic Water-Splitting Efficiency of Mo2C Nanoparticles by Forming Hybrids with UiO-66 MOF,2021,5,2022-11-19 17:04:54,publish american chemical societyfor efficient electrocatalytic water splitting develop nonprecious metal base stable highly active material challenge task paper devise synthesis strategy hybrid catalyst compose molybdenum carbide mo2c mo c zr base metalorganic framework mof uio via solvothermal process synergistic effect mo2c mo c uio lead decrease hydrogen adsorption energy catalyst mo2cuio mo c ui o hybrid offer excellent catalytic activity alkaline environment water splitting particularly optimize mo2cuio mo c ui o hybrid term mcu 50:50 wt component display well catalytic performance hydrogen oxygen evolution reaction heroer offer small overpotential 174.1 mv attain current density macm2 tafel plot value mvdec also offer low overpotential around mv attain current density macm2 tafel plot value mvdec oer additionally catalyst stable h ∼1000 cycle minute shift performance electrolyzer indicate potential ∼1.3 v require reach macm2 current density infer result mo2cuio mo c ui o hybrid promising candidate nonexpensive active catalyst overall electrocatalytic water splitting devise catalyst exhibit enhance kinetic oer expose surface area fast electron transport enhance diffusion electrolyte
54,2-s2.0-85121043359,2-s2.0-85121043359,10.1039/d1na00488c,Recent advanced development of metal-loaded mesoporous organosilicas as catalytic nanoreactors,2021,7,2023-05-01 10:46:57,crucially surface modification functional group metal complex nanoparticle loading ensure high efficacy efficiency review highlight current state design catalytic application transition metal load mesoporous organosilica nanoreactor outline prominent synthesis approach graft metal complex metal salt adsorption situ preparation metal nanoparticle summarize catalytic performance result mesoporous organosilica hybrid material finally potential prospect challenge metal load mesoporous organosilica nanoreactor address journal
55,2-s2.0-85121041270,2-s2.0-85121041270,10.1039/d1se01322j,Design principles of tandem cascade photoelectrochemical devices,2021,3,2023-05-01 10:46:57,concept realize couple different co2r c o r catalyst different subcell multijunction photovoltaic pv stack efficient implementation require careful tuning photocurrent design photovoltage provide subcell co2r c o r catalyst way facilitate target reaction outline design principle tandem pec approach use two step conversion co2 c o ethylene aqueous electrolyte via co intermediate model system perform reaction first couple pv catalyst component provide electron reduce molecule co2 c o co second component provide electron reduce co molecule c2h4 c h base know co2r c o r catalyst overpotential require produce co less require reduce ethylene create opportunity improve efficiency cascade pec realize three terminal tandem 3tt configuration use iii v semiconductor base subcell couple au produce co intermediate cu convert co ethylene current catalyst control area subcell expose electrolyte photovoltage determined material select device configuration operating condition find simulate couple system use open source circuit simulator spice simulation program integrate circuit emphasis identify condition 3tt configuration high solar chemical conversion efficiency compare two terminal two junction tandem 2 t 2j absorber cu catalyst also show 3tt pec device less sensitive variation catalyst activity compare 2 t device finally discuss application cascade pec co2 c o reduction use different intermediate chemical network
56,2-s2.0-85118510381,2-s2.0-85118510381,10.1016/j.electacta.2021.139415,Highly-porous Super-Growth carbon nanotube sheet cathode develops high-power Lithium-Air Batteries,2021,4,2023-05-01 10:47:09,report highly porous carbon nanotube cnt cathode dramatically enhance rate capability lab single wall cnt swcnt wavy pattern prepare super growth sg method successfully provide cnt sheet high porosity pore structure characterize two distinct pore size namely highly extend mesoscale approximately 5–200 nm pore form inside cnt bundle provide large surface area oxygen reduction reaction orr inter bundle gap micrometer scale work oxygen diffusion path porous cnt sheet cathode significantly increase discharge rate lab cell specifically enable high discharge current density 3.0 macm2 secure practical cell capacity 3.3 mahcm2 comparable current lib technology provide ∼3 mahcm2 cell capacity ∼1c rate ∼3 macm2 discharge furthermore highly porous cathode also effective extend cycle life lab cell bimodal pore architecture cnt sheet cathode pave new strategy develop high power energy dense lab
57,2-s2.0-85118210502,2-s2.0-85118210502,10.1016/j.electacta.2021.139413,Criterion for finding the optimal electrocatalyst at any overpotential,2021,5,2023-05-01 10:47:12,know apex volcano curve shift apply potential however trend potential dependent shift volcano apex remain unclear herein address question two step electrocatalytic reaction transfer coefficient assume 1/2 analysis reveal adsorbate coverage volcano apex equal 1/2 regardless potential present criterion predict direction magnitude apex shift function activation energie two step thereafter criterion extend oxygen reduction reaction influence transfer coefficient potential zero charge volcano plot reveal implication present criterion target design electrocatalyst discuss
58,2-s2.0-85116126034,2-s2.0-85116126034,10.1002/anie.202109212,What Makes High-Entropy Alloys Exceptional Electrocatalysts?,2021,36,2023-02-10 13:11:39,angewandte chemie international edition publish wiley vch gmbh.the formation vast number different multielement active site compositionally complex solid solution material often generally term high entropy alloy offer new unique concept catalyst design mitigate exist limitation change view structureactivity relation discuss concept summarise currently exist fundamental knowledge critically assess chance limitation material class also highlight design strategy roadmap propose illustrate characteristic concept could exploit use strategy breakthrough might possible guide future research highly promising material class electro catalysis
59,2-s2.0-85111931306,2-s2.0-85111931306,10.1016/j.jallcom.2021.161353,"Hydrogen in nonstoichiometric cubic titanium monoxides: X-ray and neutron diffraction, neutron vibrational spectroscopy and NMR studies",2021,1,2023-05-01 10:47:17,however basic property hydrogenate titanium monoxide investigate far present work report result first study crystal structure vibrational spectra mobility h atom tio0.72h0.30 ti o h tio0.96h0.14 ti o h use x ray diffraction xrd neutron powder diffraction neutron vibrational spectroscopy nuclear magnetic resonance nmr hydrogenate compound tio0.72h0.30 ti o h find retain disorder cubic b1 b type structure initial titanium monoxide h atom exclusively occupy vacancy oxygen sublattice reveal hydrogenation disorder cubic tio0.96 ti o lead formation two phase compound tio0.96h0.14 ti o h disorder b1 b type phase coexist monoclinic phase ti5o5 ti o type order arrangement vacancy phase h atom find occupy vacancy oxygen sublattice low temperature inelastic neutron scatter spectra tio0.72h0.30 ti o h tio0.96h0.14 ti o h energy transfer range 40–180 mev exhibit single peak due optical oxygen vibration center mev broad structure 90–170 mev due optical h vibration unusual width structure attribute broken symmetry hydrogen site titanium monoxide presence vacancie titanium sublattice actual point symmetry site appear low octahedral proton nmr measurement reveal hydrogenate compound metallic sign hydrogen diffusive motion tio0.72h0.30 ti o h tio0.96h0.14 ti o h frequency scale find k
60,2-s2.0-85122059631,2-s2.0-85122059631,10.3389/fchem.2021.812287,Application of One-Dimensional Nanomaterials in Catalysis at the Single-Molecule and Single-Particle Scale,2021,4,2023-05-01 10:47:21,one dimensional 1d nanomaterial widely use field catalysis due unique linear morphology large specific surface area high electron hole separation efficiency strong light absorption capacity plentiful expose active site review summarize recent progress 1d nanomaterial focus application photocatalysis electrocatalysis highlight advanced characterization technique scan tunneling microscopy stm atomic force microscopy afm surface photovoltage microscopy spvm single molecule fluorescence microscopy smfm variety combine characterization method use identify catalytic action active site reveal mechanism 1d nanomaterial finally challenge future direction research catalytic mechanism single particle 1d nanomaterial prospect good knowledge review application single molecule single particle characterization technology 1d nanomaterial catalysis present review provide systematic introduction frontier field open way 1d nanomaterial catalysis
61,2-s2.0-85121039398,2-s2.0-85121039398,10.1021/acscatal.1c04414,"An Iron Bis(carbene) Catalyst for Low Overpotential CO2 Electroreduction to CO: Mechanistic Insights from Kinetic Zone Diagrams, Spectroscopy, and Theory",2021,5,2023-05-01 10:47:21,"work follow strategy base independent tuning ligand primary coordination sphere discover previously unreported iron catalyst co2 c o reduction high activity similar complex maintain overpotential iron complex bear bis n heterocyclic carbene ligand methylenebis n methylimidazol ylidene bis mim redox active 2,2′:6′,2″ terpyridine tpy ligand synthesize find catalyze selective reduction co2 c o co low overpotential water proton source mechanistic study base kinetic zone diagram spectroscopy computation enable comparison previously study pyridylcarbene analogue change bidentate ligand donor ability accelerate catalysis overpotential change nature turnover limit step reaction"
62,2-s2.0-85120920449,2-s2.0-85120920449,10.1021/acscatal.1c04617,Immobilization of “Capping Arene” Cobalt(II) Complexes on Ordered Mesoporous Carbon for Electrocatalytic Water Oxidation,2021,5,2023-05-01 10:47:22,cobalt complex support order mesoporous carbon omc ππ stack result heterogenize cobalt material fp co omc fp co omc respectively study electrocatalytic water oxidation find fp co omc exhibit overpotential mv current density cm–2 turnover frequency tof ∼0.53 s–1 overpotential mv ph fp co omc exhibit activity ∼1.6 times fp co omc give tof 0.32 s–1 mv overpotential structural stability single atom co site demonstrate fp co omc use x ray absorption spectroscopy molecular complex support omc slow degradation catalyst activity attribute eventual formation co oxide cluster dft computation electrocatalytic water oxidation use molecular complex model provide description catalytic mechanism study reveal mechanism oo bond formation involve intermediate coiv oxo complex undergoes intramolecular reductive oo coupling form coiiooh species calculation predict molecular fp co structure active electrocatalytic water oxidation fp co consistent experimental study fp co omc fp co omc highlighting possibility ligand structure influence catalytic activity support molecular catalyst
63,2-s2.0-85120906546,2-s2.0-85120906546,10.1021/acscatal.1c03290,Redox-State Kinetics in Water-Oxidation IrOx Electrocatalysts Measured by Operando Spectroelectrochemistry,2021,6,2022-11-19 17:05:01,study employ time resolve operando spectroelectrochemistry investigate redox state kinetic irox electrocatalyst film water hydrogen peroxide oxidation three different redox specie involve ir3 + ir ir3.x ir ir4 + ir ir4.y ir identify spectroscopically concentration quantify function apply potential generation ir4.y ir state find potential determine step catalytic water oxidation h2o2 h o oxidation observe drive generation ir4 + ir state reaction kinetics water oxidation determine optical signal decay open circuit accelerate ∼20 0.5 increase apply potential 1.3 v versus reversible hydrogen electrode i.e. turnover frequency tof per active ir state increase 0.05 s–1 contrast reaction kinetic h2o2 h o find almost independent apply potential increase 0.1 0.3 s–1 wide potential window indicative first order reaction mechanism spectroelectrochemical datum quantify increase density active ir4.y ir state tof state apply positive potential result observe sharp turn catalytic water oxidation current reconcile datum broad literature provide unique kinetic insight irox electrocatalytic reaction mechanism indicate first order reaction mechanism h2o2 h o oxidation drive ir4 + ir state high order reaction mechanism involve cooperative interaction multiple ir4.y ir state water oxidation
64,2-s2.0-85120890172,2-s2.0-85120890172,10.1021/acscatal.1c04954,Exceptional Low-Temperature CO Oxidation over Noble-Metal-Free Iron-Doped Hollandites: An In-Depth Analysis of the Influence of the Defect Structure on Catalytic Performance,2021,2,2023-05-01 10:47:24,publish american chemical society.a family iron dope manganese relate hollandite kxmn1 – yfeyo2−δ kx mn fey o 0.15 high performance co oxidation prepare among active catalyst k0.11mn0.876fe0.123o1.80 k mn fe o oh 0.09 able oxidize co room temperature detail compositional structural characterization study use wide battery thermogravimetric spectroscopic diffractometric technique macroscopic microscopic level provide essential information never report behavior relate oxidation state manganese neutron diffraction study evidence compound stabilize hydroxyl group midpoint tunnel edge isostructural β feooh presence oxygen hydroxyl species anion sublattice mn3 + mn confirm electron energy loss spectroscopy appear play key role catalytic activity dope hollandite oxide analysis detailed structural feature allow we point key role oh group mn3 + mn content material able effectively transform co without involve critical noble metal catalyst formulation
65,2-s2.0-85120640047,2-s2.0-85120640047,10.1021/acscatal.1c04618,Crystallinity-Modulated Co2–xVxO4 Nanoplates for Efficient Electrochemical Water Oxidation,2021,10,2023-05-01 10:47:26,herein develop efficient cobaltvanadium spinel type electrocatalyst extremely high concentration co3 + co ion tune balanced vanadium ion concentration crystallinity modulate co2 – xvxo4 co vx o nanoplate result low overpotential mv macm2 small tafel slope mv dec–1 current density macm2 overpotential mv water oxidation remarkably times well benchmark ruo2 ru o catalyst along excellent stability excellent performance due high co3+co2 + co co ratio 2.84 achieve situ low crystallinity co2 – xvxo4 co vx o lc co2 – xvxo4 co vx o sample higher widely report co3o4 co o evidence operando x ray absorption near edge spectroscopy situ x ray photoelectron spectroscopy finding stimulate opportunity explore co2 – xvxo4 co vx o class nonprecious metal base efficient oer electrocatalyst
66,2-s2.0-85119922729,2-s2.0-85119922729,10.1016/j.isci.2021.103430,Data-driven design and controllable synthesis of Pt/carbon electrocatalysts for H2 evolution,2021,2,2023-04-17 23:39:55,consider complexity design catalyst demonstrate datum drive strategy develop optimize catalyst h2 h evolution work start collect datum ptcarbon catalyst apply machine learn reveal importance rank various feature algorithm reveal pt content pt size great impact catalyst overpotential follow datum drive analysis space confine method use fabricate size controllable pt nanocluster anchor nitrogen dope n dope mesoporous carbon nanosheet network obtain catalyst use less platinum exhibit well catalytic activity current commercial catalyst alkaline electrolyte moreover datum form work use feedback improve datum drive model thereby accelerate development high performance catalyst
67,2-s2.0-85119341390,2-s2.0-85119341390,10.1016/j.isci.2021.103403,Water-dispersible Ti3C2Tz MXene nanosheets by molten salt etching,2021,20,2023-05-01 10:47:27,however molten salt etch result mxene clay water dispersible thus prevent processing occur molten salt etch result lack oh terminal group render mxene clay hydrophobic demonstrate method produce water dispersible ti3c2tz ti c tz nanosheet use molten salt snf2 sn f etch molten salt etch snf2 sn f diffuse layer form alf3 al f sn byproduct separate layer stable aqueous ti3c2tz ti c tz dispersion yield ζ potential −31.7 mv oh terminal group introduce koh washing x ray diffraction electron microscopy confirm formation ti3c2tz ti c tz etch clay substantial space compare clay etch hf work first use molten salt etch successfully prepare colloidally stable aqueous dispersion ti3c2tz ti c tz nanosheet
68,2-s2.0-85127345829,2-s2.0-85127345829,10.1039/d1ta08412g,Pyrolysis-free synthesis of single-atom cobalt catalysts for efficient oxygen reduction,2021,13,2023-05-01 10:47:28,however commonly require high temperature pyrolysis usually result undesirable structural change randomly produce active site give rise great challenge structure property relationship inevitably hinder understand reaction mechanism herein demonstrate simple yet robust pyrolysis free route craft single atom cobalt catalyst high electrocatalytic orr activity via judiciously situ wrap electrocatalytically active porphyrin base thiophene sulfur site contain covalent organic polymer pt cop shell around highly conductive multiwalle cnt mwcnt core follow accurately anchor single atom co n4 n site onto macrocyclic porphyrin structure result co pt cop mwcnt exploit orr electrocatalyst display outstanding performance direct consequence advantageous architecture i.e. 1d core shell heterostructure layer thick pts cop shell unique active site configuration i.e. atomically anchor co n4 n site homogeneously disperse thiophene sulfur site remarkably alkaline electrolyte capitalize co pt cop mwcnt achieve excellent orr activity eonset 0.930 v e1/2 e 0.835 v favourable long term durability comparable state art carbon base electrocatalyst
69,2-s2.0-85127304212,2-s2.0-85127304212,10.1039/d1ta08582d,Stability of single-atom catalysts for electrocatalysis,2021,14,2023-05-01 10:47:29,however atomically disperse metal atom intrinsically extreme mobility due high surface energy besides harsh reaction condition electrocatalysis also challenge catalytic stability sac excellent electrocatalytic performance sac always degrade long term operate condition previous study sacs focus activity selectivity sac electrocatalysis catalytic stability receive little attention critical factor limit large scale industrial application review provide overview recent advance sac term select metal support material synthetic strategy electrocatalytic application focus catalytic stability deep understand instability behavior sacs different electrocatalytic condition contribute design effective synthetic strategy optimize catalytic stability particularly discuss finally present challenge prospect future development stable sac electrocatalysis
70,2-s2.0-85124467683,2-s2.0-85124467683,10.1016/j.checat.2021.11.003,Room-temperature chemical looping hydrogen production mediated by electrochemically induced heterogeneous Cu(I)/Cu(II) redox,2021,10,2023-05-01 10:47:29,however process operate high temperature e.g. 600 ° c lead rigorous requirement aspect reactor design oxygen carrier develop room temperature electrocatalytic chemical loop hydrogen production system use cu oh oxygen carrier ascorbate fuel electrolyzer assemble coupling cathodic hydrogen evolution anodic cu2o cu o electro oxidation ascorbate act reducible fuel reduce resultant cu oh cu2o cu o complete redox loop assemble electrolyzer achieve current density cm−2 0.94 v. require electricity input per cubic hydrogen produce 2.57 kwh nm−3 nm h2 h almost half conventional water electrolysis 4.83 kwh nm−3 nm h2 h work provide new approach hydrogen production also facilitate development innovative catalytic process
